Source,Target,Weight,Type
B_8,B_15,3,undirected
B_8,B_16,1,undirected
B_9,B_1,2,undirected
B_9,B_16,2,undirected
B_9,B_19,3,undirected
B_9,B_2,2,undirected
B_9,B_6,4,undirected
C_1,A_1,3,undirected
C_1,A_18,2,undirected
C_1,C_8,4,undirected
C_10,A_20,2,undirected
C_10,C_12,2,undirected
C_10,C_15,6,undirected
C_10,C_20,1,undirected
C_10,C_4,5,undirected
C_10,C_6,1,undirected
C_10,C_8,1,undirected
C_11,C_17,5,undirected
C_11,C_2,3,undirected
C_11,C_9,2,undirected
C_12,C_10,2,undirected
C_12,C_15,1,undirected
C_12,C_17,5,undirected
C_12,C_6,6,undirected
C_12,C_9,3,undirected
C_13,A_14,6,undirected
C_13,A_18,1,undirected
C_13,C_18,5,undirected
C_13,C_19,1,undirected
C_14,A_3,4,undirected
C_14,C_16,4,undirected
C_14,C_4,5,undirected
C_15,A_20,1,undirected
C_15,C_10,6,undirected
C_15,C_12,1,undirected
C_15,C_6,4,undirected
C_16,C_14,4,undirected
C_16,C_3,4,undirected
C_16,C_4,1,undirected
C_17,C_11,5,undirected
C_17,C_12,5,undirected
C_17,C_6,1,undirected
C_18,C_13,5,undirected
C_18,C_7,2,undirected
C_18,C_9,1,undirected
C_19,C_13,1,undirected
C_19,C_2,4,undirected
C_19,C_5,6,undirected
C_2,C_11,3,undirected
C_2,C_19,4,undirected
C_2,C_7,6,undirected
C_20,A_20,5,undirected
C_20,B_20,6,undirected
C_20,C_10,1,undirected
C_20,C_7,2,undirected
C_3,A_8,6,undirected
C_3,C_16,4,undirected
C_3,C_8,1,undirected
C_4,C_10,5,undirected
C_4,C_14,5,undirected
C_4,C_16,1,undirected
C_4,C_8,3,undirected
C_5,A_1,1,undirected
C_5,A_17,1,undirected
C_5,A_18,2,undirected
C_5,C_19,6,undirected
C_6,C_10,1,undirected
C_6,C_12,6,undirected
C_6,C_15,4,undirected
C_6,C_17,1,undirected
C_6,C_7,1,undirected
C_7,A_6,3,undirected
C_7,C_18,2,undirected
C_7,C_2,6,undirected
C_7,C_20,2,undirected
C_7,C_6,1,undirected
C_8,C_1,4,undirected
C_8,C_10,1,undirected
C_8,C_3,1,undirected
C_8,C_4,3,undirected
C_9,A_18,2,undirected
C_9,C_11,2,undirected
C_9,C_12,3,undirected
C_9,C_18,1,undirected
