Source,Target,Weight,Type
46,41,2,undirected
46,43,2,undirected
46,47,1,undirected
46,48,1,undirected
46,49,6,undirected
47,7,66,undirected
47,27,45,undirected
47,40,3,undirected
47,42,15,undirected
47,46,1,undirected
47,56,3,undirected
47,57,2,undirected
47,58,1,undirected
47,59,1,undirected
48,8,66,undirected
48,28,46,undirected
48,41,9,undirected
48,45,17,undirected
48,46,1,undirected
48,49,1,undirected
48,53,2,undirected
48,54,1,undirected
49,9,66,undirected
49,29,46,undirected
49,41,1,undirected
49,45,11,undirected
49,46,6,undirected
49,48,1,undirected
50,10,66,undirected
50,30,46,undirected
50,41,5,undirected
50,44,20,undirected
50,51,1,undirected
50,54,2,undirected
50,55,10,undirected
51,11,66,undirected
51,31,46,undirected
51,40,5,undirected
51,43,4,undirected
51,50,1,undirected
51,52,1,undirected
51,53,6,undirected
51,54,7,undirected
51,55,9,undirected
52,12,66,undirected
52,32,45,undirected
52,42,5,undirected
52,51,1,undirected
52,56,5,undirected
53,13,66,undirected
53,33,46,undirected
53,48,2,undirected
53,51,6,undirected
53,55,5,undirected
53,59,1,undirected
54,14,66,undirected
54,34,46,undirected
54,48,1,undirected
54,50,2,undirected
54,51,7,undirected
54,57,1,undirected
55,15,66,undirected
55,35,46,undirected
55,43,2,undirected
55,50,10,undirected
55,51,9,undirected
55,53,5,undirected
56,16,66,undirected
56,36,46,undirected
56,42,12,undirected
56,47,3,undirected
56,52,5,undirected
56,59,7,undirected
57,17,66,undirected
57,37,46,undirected
57,40,6,undirected
57,45,5,undirected
57,47,2,undirected
57,54,1,undirected
58,18,66,undirected
58,38,45,undirected
58,40,1,undirected
58,41,1,undirected
58,47,1,undirected
58,59,14,undirected
59,19,66,undirected
59,39,46,undirected
59,47,1,undirected
59,53,1,undirected
59,56,7,undirected
59,58,14,undirected
