Source,Target,Weight,Type
21,39,30,undirected
22,20,37,undirected
22,21,58,undirected
22,22,8,undirected
22,23,36,undirected
22,24,25,undirected
22,25,19,undirected
22,26,19,undirected
22,27,19,undirected
22,28,19,undirected
22,29,19,undirected
22,30,19,undirected
22,31,19,undirected
22,32,19,undirected
22,33,19,undirected
22,34,19,undirected
22,35,19,undirected
22,36,19,undirected
22,37,19,undirected
22,38,19,undirected
22,39,19,undirected
23,20,26,undirected
23,21,47,undirected
23,22,36,undirected
23,23,4,undirected
23,24,14,undirected
23,25,8,undirected
23,26,8,undirected
23,27,8,undirected
23,28,8,undirected
23,29,8,undirected
23,30,8,undirected
23,31,8,undirected
23,32,8,undirected
23,33,8,undirected
23,34,8,undirected
23,35,8,undirected
23,36,8,undirected
23,37,8,undirected
23,38,8,undirected
23,39,8,undirected
24,20,15,undirected
24,21,36,undirected
24,22,25,undirected
24,23,14,undirected
25,20,9,undirected
25,21,30,undirected
25,22,19,undirected
25,23,8,undirected
26,20,9,undirected
26,21,30,undirected
26,22,19,undirected
26,23,8,undirected
27,20,9,undirected
27,21,30,undirected
27,22,19,undirected
27,23,8,undirected
28,20,9,undirected
28,21,30,undirected
28,22,19,undirected
28,23,8,undirected
29,20,9,undirected
29,21,30,undirected
29,22,19,undirected
29,23,8,undirected
30,20,9,undirected
30,21,30,undirected
30,22,19,undirected
30,23,8,undirected
31,20,9,undirected
31,21,30,undirected
31,22,19,undirected
31,23,8,undirected
32,20,9,undirected
32,21,30,undirected
32,22,19,undirected
32,23,8,undirected
33,20,9,undirected
33,21,30,undirected
33,22,19,undirected
33,23,8,undirected
34,20,9,undirected
34,21,30,undirected
34,22,19,undirected
34,23,8,undirected
35,20,9,undirected
35,21,30,undirected
35,22,19,undirected
35,23,8,undirected
36,20,9,undirected
36,21,30,undirected
36,22,19,undirected
36,23,8,undirected
37,20,9,undirected
37,21,30,undirected
37,22,19,undirected
37,23,8,undirected
38,20,9,undirected
38,21,30,undirected
38,22,19,undirected
38,23,8,undirected
39,20,9,undirected
39,21,30,undirected
39,22,19,undirected
39,23,8,undirected
40,42,33,undirected
40,43,22,undirected
40,44,11,undirected
41,42,66,undirected
41,43,55,undirected
41,44,44,undirected
41,45,33,undirected
41,46,33,undirected
41,47,33,undirected
41,48,33,undirected
41,49,33,undirected
41,50,33,undirected
41,51,33,undirected
41,52,33,undirected
41,53,33,undirected
41,54,33,undirected
41,55,33,undirected
41,56,33,undirected
41,57,33,undirected
41,58,33,undirected
41,59,33,undirected
42,40,33,undirected
42,41,66,undirected
42,43,44,undirected
42,44,33,undirected
42,45,22,undirected
42,46,22,undirected
42,47,22,undirected
42,48,22,undirected
42,49,22,undirected
42,50,22,undirected
42,51,22,undirected
42,52,22,undirected
42,53,22,undirected
42,54,22,undirected
42,55,22,undirected
42,56,22,undirected
42,57,22,undirected
42,58,22,undirected
42,59,22,undirected
43,40,22,undirected
43,41,55,undirected
43,42,44,undirected
43,44,22,undirected
43,45,11,undirected
43,46,11,undirected
43,47,11,undirected
43,48,11,undirected
43,49,11,undirected
43,50,11,undirected
43,51,11,undirected
43,52,11,undirected
43,53,11,undirected
43,54,11,undirected
43,55,11,undirected
43,56,11,undirected
43,57,11,undirected
43,58,11,undirected
43,59,11,undirected
44,40,11,undirected
44,41,44,undirected
44,42,33,undirected
44,43,22,undirected
45,41,33,undirected
45,42,22,undirected
45,43,11,undirected
46,41,33,undirected
46,42,22,undirected
46,43,11,undirected
47,41,33,undirected
47,42,22,undirected
47,43,11,undirected
48,41,33,undirected
48,42,22,undirected
48,43,11,undirected
49,41,33,undirected
49,42,22,undirected
49,43,11,undirected
50,41,33,undirected
50,42,22,undirected
50,43,11,undirected
51,41,33,undirected
51,42,22,undirected
51,43,11,undirected
52,41,33,undirected
52,42,22,undirected
52,43,11,undirected
53,41,33,undirected
53,42,22,undirected
53,43,11,undirected
54,41,33,undirected
54,42,22,undirected
54,43,11,undirected
55,41,33,undirected
55,42,22,undirected
55,43,11,undirected
56,41,33,undirected
56,42,22,undirected
56,43,11,undirected
57,41,33,undirected
57,42,22,undirected
57,43,11,undirected
58,41,33,undirected
58,42,22,undirected
58,43,11,undirected
59,41,33,undirected
59,42,22,undirected
59,43,11,undirected
