"" "A_1" "A_10" "A_11" "A_12" "A_13" "A_14" "A_15" "A_16" "A_17" "A_18" "A_19" "A_2" "A_20" "A_3" "A_4" "A_5" "A_6" "A_7" "A_8" "A_9" "B_1" "B_10" "B_11" "B_12" "B_13" "B_14" "B_15" "B_16" "B_17" "B_18" "B_19" "B_2" "B_20" "B_3" "B_4" "B_5" "B_6" "B_7" "B_8" "B_9" "C_1" "C_10" "C_11" "C_12" "C_13" "C_14" "C_15" "C_16" "C_17" "C_18" "C_19" "C_2" "C_20" "C_3" "C_4" "C_5" "C_6" "C_7" "C_8" "C_9"
"that" 1.21457489878543 1.52671755725191 1.171875 0.396825396825397 0.78125 0.403225806451613 1.171875 0.396825396825397 0.390625 0.416666666666667 1.16279069767442 0.401606425702811 0.740740740740741 0.381679389312977 1.17647058823529 1.18110236220472 1.51515151515152 0.793650793650794 0.381679389312977 0.384615384615385 1.55038759689922 1.78571428571429 1.75438596491228 1.43884892086331 2.2140221402214 2.17391304347826 2.5 2.10526315789474 1.07913669064748 1.85185185185185 1.44927536231884 1.92307692307692 0.749063670411985 1.87265917602996 1.85185185185185 1.09489051094891 1.13207547169811 1.51515151515152 1.11111111111111 1.49253731343284 1.18110236220472 0.72463768115942 1.12781954887218 0.749063670411985 1.171875 0.377358490566038 1.10294117647059 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.754716981132076 0.359712230215827 0.766283524904215 0.743494423791822 1.56862745098039 1.1070110701107 1.11111111111111 0.757575757575758 0.381679389312977
"as" 0.809716599190283 0.763358778625954 1.171875 0.793650793650794 0.78125 1.20967741935484 0.78125 0.793650793650794 0.78125 0.833333333333333 0.775193798449612 0.803212851405622 0.740740740740741 0.763358778625954 0.784313725490196 0.78740157480315 0.757575757575758 1.19047619047619 0.763358778625954 0.769230769230769 0.775193798449612 0.714285714285714 1.40350877192982 0.719424460431655 0.738007380073801 1.44927536231884 1.42857142857143 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 1.15384615384615 1.12359550561798 1.49812734082397 0.740740740740741 0.72992700729927 1.13207547169811 1.13636363636364 0.740740740740741 0.746268656716418 0.78740157480315 0.72463768115942 0.75187969924812 1.12359550561798 1.171875 0.754716981132076 0.735294117647059 1.51515151515152 0.754716981132076 1.50375939849624 0.769230769230769 0.754716981132076 0.719424460431655 0.766283524904215 0.743494423791822 0.784313725490196 0.738007380073801 0.740740740740741 0.757575757575758 0.763358778625954
"leaves" 0.809716599190283 0.763358778625954 0.78125 0.793650793650794 0.78125 0.806451612903226 0.78125 0.793650793650794 0.78125 0.833333333333333 0.775193798449612 0.803212851405622 0.740740740740741 0.763358778625954 0.784313725490196 0.78740157480315 1.13636363636364 0.793650793650794 0.763358778625954 0.769230769230769 0.775193798449612 0.714285714285714 0.701754385964912 0.719424460431655 0.738007380073801 0.72463768115942 0.714285714285714 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.769230769230769 1.12359550561798 0.749063670411985 0.740740740740741 0.72992700729927 1.13207547169811 0.757575757575758 0.740740740740741 0.746268656716418 0.78740157480315 0.72463768115942 0.75187969924812 0.749063670411985 0.78125 0.754716981132076 0.735294117647059 0.757575757575758 0.754716981132076 0.75187969924812 0.769230769230769 0.754716981132076 1.07913669064748 0.766283524904215 0.743494423791822 0.784313725490196 0.738007380073801 0.740740740740741 0.757575757575758 0.763358778625954
"glade" 0.809716599190283 0.763358778625954 0.78125 0.793650793650794 0.78125 0.806451612903226 0.78125 0.793650793650794 0.78125 0.833333333333333 0.775193798449612 0.803212851405622 0.740740740740741 0.763358778625954 0.784313725490196 0.78740157480315 0.757575757575758 0.793650793650794 0.763358778625954 0.769230769230769 0.775193798449612 0.714285714285714 0.701754385964912 0.719424460431655 0.738007380073801 0.72463768115942 0.714285714285714 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.769230769230769 0.749063670411985 0.749063670411985 0.740740740740741 0.72992700729927 0.754716981132076 0.757575757575758 0.740740740740741 0.746268656716418 0.78740157480315 0.72463768115942 0.75187969924812 0.749063670411985 0.78125 0.754716981132076 0.735294117647059 0.757575757575758 0.754716981132076 0.75187969924812 0.769230769230769 0.754716981132076 0.719424460431655 0.766283524904215 0.743494423791822 0.784313725490196 0.738007380073801 0.740740740740741 0.757575757575758 0.763358778625954
"s" 0.404858299595142 0.763358778625954 0.78125 0.793650793650794 0.78125 0.403225806451613 0.78125 0.793650793650794 0.390625 0.416666666666667 0.387596899224806 1.20481927710843 0.740740740740741 0.763358778625954 0.784313725490196 1.96850393700787 1.51515151515152 1.19047619047619 0.763358778625954 1.15384615384615 0.387596899224806 0.714285714285714 0.701754385964912 0.719424460431655 0.3690036900369 0.72463768115942 0.714285714285714 0.350877192982456 0.719424460431655 0.740740740740741 0.36231884057971 0.769230769230769 0.374531835205993 0.749063670411985 0.740740740740741 0.72992700729927 0.754716981132076 0.757575757575758 0.740740740740741 0.746268656716418 0.78740157480315 0.72463768115942 0.75187969924812 0.749063670411985 0.78125 0.754716981132076 0.735294117647059 1.13636363636364 0.754716981132076 0.75187969924812 0.769230769230769 0.754716981132076 0.719424460431655 0.766283524904215 1.11524163568773 0.784313725490196 0.738007380073801 0.740740740740741 0.757575757575758 0.763358778625954
"serendell" 0.809716599190283 0.763358778625954 0.78125 0.793650793650794 0.78125 0.806451612903226 0.78125 0.793650793650794 0.78125 0.833333333333333 0.775193798449612 0.803212851405622 0.740740740740741 0.763358778625954 0.784313725490196 0.78740157480315 0.757575757575758 0.793650793650794 0.763358778625954 0.769230769230769 0.775193798449612 0.714285714285714 0.701754385964912 0.719424460431655 0.738007380073801 0.72463768115942 0.714285714285714 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.769230769230769 0.749063670411985 0.749063670411985 0.740740740740741 0.72992700729927 0.754716981132076 0.757575757575758 0.740740740740741 0.746268656716418 0.78740157480315 0.72463768115942 0.75187969924812 0.749063670411985 0.78125 0.754716981132076 0.735294117647059 0.757575757575758 0.754716981132076 0.75187969924812 0.769230769230769 0.754716981132076 0.719424460431655 0.766283524904215 0.743494423791822 0.784313725490196 0.738007380073801 0.740740740740741 0.757575757575758 0.763358778625954
"stream" 0.809716599190283 0.763358778625954 0.78125 0.793650793650794 0.78125 0.806451612903226 0.78125 0.793650793650794 0.78125 0.833333333333333 0.775193798449612 0.803212851405622 0.740740740740741 0.763358778625954 0.784313725490196 0.78740157480315 0.757575757575758 0.793650793650794 0.763358778625954 0.769230769230769 0.775193798449612 0.714285714285714 0.701754385964912 0.719424460431655 0.738007380073801 0.72463768115942 0.714285714285714 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.769230769230769 0.749063670411985 0.749063670411985 0.740740740740741 0.72992700729927 0.754716981132076 0.757575757575758 0.740740740740741 0.746268656716418 0.78740157480315 0.72463768115942 0.75187969924812 0.749063670411985 0.78125 0.754716981132076 0.735294117647059 0.757575757575758 0.754716981132076 0.75187969924812 0.769230769230769 0.754716981132076 0.719424460431655 0.766283524904215 0.743494423791822 0.784313725490196 0.738007380073801 0.740740740740741 0.757575757575758 0.763358778625954
"are" 0.404858299595142 0.763358778625954 1.5625 0.793650793650794 0.390625 0.806451612903226 0.78125 0.793650793650794 0.78125 0 0.387596899224806 0 0.37037037037037 0.381679389312977 0.392156862745098 0.393700787401575 0.378787878787879 0.396825396825397 0.381679389312977 0.769230769230769 0.775193798449612 0.357142857142857 1.05263157894737 0.719424460431655 1.1070110701107 1.44927536231884 1.78571428571429 1.05263157894737 1.07913669064748 0.740740740740741 0.72463768115942 0.769230769230769 0 0 0.740740740740741 1.09489051094891 0.377358490566038 1.51515151515152 1.48148148148148 1.49253731343284 0.393700787401575 0.72463768115942 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0 0.377358490566038 0.37593984962406 0.384615384615385 0.754716981132076 0 0.383141762452107 0.371747211895911 0.784313725490196 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
"is" 0.404858299595142 0.381679389312977 0.78125 0.396825396825397 0.78125 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.803212851405622 0.37037037037037 0.763358778625954 0.392156862745098 0.393700787401575 0.757575757575758 0.793650793650794 0.381679389312977 0.384615384615385 0.775193798449612 1.42857142857143 1.05263157894737 1.07913669064748 0.738007380073801 0.72463768115942 1.07142857142857 0.350877192982456 0.719424460431655 0.740740740740741 1.08695652173913 0.769230769230769 0.374531835205993 0.749063670411985 0.37037037037037 0.364963503649635 0.754716981132076 0.378787878787879 0.740740740740741 0.746268656716418 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.754716981132076 0.359712230215827 0.766283524904215 0.743494423791822 0.392156862745098 0.738007380073801 0.740740740740741 0.378787878787879 0.381679389312977
"into" 0.809716599190283 0.381679389312977 1.171875 0.396825396825397 1.171875 0.403225806451613 0.78125 0.396825396825397 1.171875 0.833333333333333 0.775193798449612 0.401606425702811 0.740740740740741 0.381679389312977 0.784313725490196 0.78740157480315 0.378787878787879 0.396825396825397 0.381679389312977 0.769230769230769 0.387596899224806 0.714285714285714 0.350877192982456 0.719424460431655 0.3690036900369 0.36231884057971 0.357142857142857 0.350877192982456 0.359712230215827 0.37037037037037 0.72463768115942 0.384615384615385 0.374531835205993 0.749063670411985 0.37037037037037 0.364963503649635 0.377358490566038 0.378787878787879 0.740740740740741 0.746268656716418 1.18110236220472 0.72463768115942 0.37593984962406 0.749063670411985 0.390625 0.754716981132076 0.735294117647059 0.378787878787879 0.754716981132076 0.37593984962406 0.384615384615385 0.377358490566038 0.359712230215827 0.383141762452107 0.743494423791822 0.392156862745098 0.738007380073801 0.37037037037037 1.13636363636364 0.381679389312977
"readers" 0.809716599190283 0.381679389312977 0.390625 0.396825396825397 0.78125 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.763358778625954 0.392156862745098 0.393700787401575 0.757575757575758 0.396825396825397 0.381679389312977 0.384615384615385 1.16279069767442 0.357142857142857 0.350877192982456 0.719424460431655 0.738007380073801 0.36231884057971 0.357142857142857 0.350877192982456 0.359712230215827 0.37037037037037 0.36231884057971 0.384615384615385 0.374531835205993 0.374531835205993 0.37037037037037 0.364963503649635 0.754716981132076 0.757575757575758 0.37037037037037 1.11940298507463 0.78740157480315 0.36231884057971 0.75187969924812 0.749063670411985 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.754716981132076 0 0.384615384615385 0.377358490566038 0.359712230215827 0.383141762452107 0.371747211895911 0.392156862745098 0.738007380073801 0.740740740740741 0.378787878787879 0.381679389312977
"creating" 0.404858299595142 0.381679389312977 0.390625 0.396825396825397 0.390625 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.763358778625954 0.392156862745098 0.78740157480315 0.757575757575758 0.396825396825397 0.381679389312977 0.384615384615385 0.775193798449612 0.357142857142857 0.701754385964912 0.719424460431655 0.738007380073801 0.72463768115942 0.357142857142857 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.384615384615385 0.374531835205993 0.374531835205993 0.740740740740741 0.72992700729927 0.754716981132076 0.378787878787879 0.37037037037037 0.746268656716418 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.377358490566038 0.359712230215827 0.383141762452107 0.371747211895911 0.392156862745098 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
"by" 0.404858299595142 0.381679389312977 0.78125 0.396825396825397 0.390625 0.403225806451613 0.390625 0.396825396825397 0.78125 0.833333333333333 0.387596899224806 0.401606425702811 0.37037037037037 0.381679389312977 0.784313725490196 0.393700787401575 0.757575757575758 0.396825396825397 0.381679389312977 0.384615384615385 0.775193798449612 0.357142857142857 0.350877192982456 0.719424460431655 0.3690036900369 0.36231884057971 0.714285714285714 0.350877192982456 0.719424460431655 0.740740740740741 0.36231884057971 0.384615384615385 0.374531835205993 0.374531835205993 0.37037037037037 0.364963503649635 0.377358490566038 0.378787878787879 0.37037037037037 0.373134328358209 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.757575757575758 0.377358490566038 0.37593984962406 0.769230769230769 0.377358490566038 0.359712230215827 0.766283524904215 0.743494423791822 0.392156862745098 0.738007380073801 0.37037037037037 0.378787878787879 0.381679389312977
"where" 0.404858299595142 0.381679389312977 0.390625 0.396825396825397 0.390625 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.381679389312977 0.392156862745098 0.78740157480315 0.378787878787879 0.396825396825397 0.381679389312977 0.384615384615385 0.775193798449612 0.714285714285714 0.350877192982456 0.719424460431655 0.738007380073801 0.36231884057971 0.357142857142857 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.384615384615385 0.374531835205993 0.749063670411985 0.740740740740741 0.72992700729927 0.754716981132076 0.378787878787879 0.740740740740741 0.746268656716418 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.377358490566038 0.359712230215827 0.383141762452107 0.371747211895911 0.392156862745098 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
"blend" 0.404858299595142 0.381679389312977 0.390625 0.396825396825397 0.390625 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.763358778625954 0.392156862745098 0.393700787401575 0.378787878787879 0.396825396825397 0.763358778625954 0.384615384615385 0.387596899224806 0.357142857142857 0.701754385964912 0.359712230215827 0.738007380073801 0.72463768115942 0.714285714285714 0.701754385964912 0.359712230215827 0.37037037037037 0.72463768115942 0.384615384615385 0.374531835205993 0.374531835205993 0.740740740740741 0.72992700729927 0.754716981132076 0.378787878787879 0.740740740740741 0.746268656716418 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.377358490566038 0.359712230215827 0.383141762452107 0.371747211895911 0.392156862745098 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
"magic" 0.404858299595142 0.381679389312977 0.390625 0.396825396825397 0.390625 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.381679389312977 0.392156862745098 0.393700787401575 0.378787878787879 0.396825396825397 0.381679389312977 0.384615384615385 0.775193798449612 0.714285714285714 0.701754385964912 0.359712230215827 0.738007380073801 0.72463768115942 0.357142857142857 0.701754385964912 0.719424460431655 0.740740740740741 0.72463768115942 0.384615384615385 0.374531835205993 0.749063670411985 0.740740740740741 0.72992700729927 0.377358490566038 0.378787878787879 0.740740740740741 0.373134328358209 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.377358490566038 0.359712230215827 0.383141762452107 0.371747211895911 0.392156862745098 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
"enduring" 0.809716599190283 0.381679389312977 0.78125 0.396825396825397 0.390625 0.403225806451613 0.78125 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.763358778625954 0.392156862745098 0.393700787401575 0.378787878787879 0.396825396825397 0.381679389312977 0.769230769230769 0.387596899224806 0.357142857142857 0.350877192982456 0.359712230215827 0.3690036900369 0.36231884057971 0.357142857142857 0.350877192982456 0.359712230215827 0.37037037037037 0.36231884057971 0.384615384615385 0.749063670411985 0.374531835205993 0.37037037037037 0.364963503649635 0.377358490566038 0.757575757575758 0.37037037037037 0.373134328358209 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.377358490566038 0.37593984962406 0.384615384615385 0.377358490566038 1.07913669064748 0.766283524904215 0.371747211895911 0.392156862745098 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
"nature" 0.404858299595142 0.763358778625954 0.78125 0.396825396825397 0.78125 0.403225806451613 0.390625 0.396825396825397 0.390625 0.416666666666667 0.387596899224806 0.401606425702811 0.37037037037037 0.381679389312977 0.784313725490196 0.393700787401575 0.378787878787879 0.396825396825397 0.381679389312977 0.384615384615385 0.387596899224806 0.357142857142857 0.350877192982456 0.359712230215827 0.3690036900369 0.36231884057971 0.357142857142857 0.350877192982456 0.359712230215827 0.37037037037037 0.36231884057971 0.384615384615385 0.374531835205993 0.374531835205993 0.37037037037037 0.364963503649635 0.377358490566038 0.378787878787879 0.37037037037037 0.373134328358209 0.393700787401575 0.36231884057971 0.37593984962406 0.374531835205993 0.390625 0.377358490566038 0.367647058823529 0.378787878787879 0.754716981132076 0.75187969924812 0.384615384615385 0.377358490566038 0.359712230215827 0.766283524904215 0.371747211895911 0.392156862745098 0.3690036900369 0.37037037037037 0.378787878787879 0.381679389312977
