Source,Target,Weight,Type
47,60,1,undirected
47,61,1,undirected
48,40,5,undirected
48,41,20,undirected
48,44,1,undirected
48,45,59,undirected
48,46,33,undirected
48,49,5,undirected
48,50,2,undirected
48,51,18,undirected
48,52,1,undirected
48,56,4,undirected
48,58,20,undirected
49,42,27,undirected
49,43,25,undirected
49,44,13,undirected
49,45,13,undirected
49,46,6,undirected
49,47,8,undirected
49,48,5,undirected
49,52,23,undirected
49,54,5,undirected
49,55,3,undirected
49,57,1,undirected
49,59,53,undirected
50,42,45,undirected
50,45,1,undirected
50,48,2,undirected
50,51,1,undirected
50,53,2,undirected
50,55,13,undirected
50,57,12,undirected
50,58,60,undirected
51,41,13,undirected
51,42,12,undirected
51,45,4,undirected
51,46,11,undirected
51,47,6,undirected
51,48,18,undirected
51,50,1,undirected
51,55,3,undirected
51,57,6,undirected
51,58,7,undirected
52,42,38,undirected
52,43,11,undirected
52,44,1,undirected
52,45,1,undirected
52,46,27,undirected
52,47,9,undirected
52,48,1,undirected
52,49,23,undirected
52,54,9,undirected
52,57,4,undirected
52,58,5,undirected
52,59,4,undirected
53,41,1,undirected
53,44,7,undirected
53,46,13,undirected
53,47,12,undirected
53,50,2,undirected
53,54,2,undirected
53,55,26,undirected
53,56,7,undirected
53,57,2,undirected
53,58,1,undirected
53,59,1,undirected
54,40,32,undirected
54,41,15,undirected
54,42,2,undirected
54,49,5,undirected
54,52,9,undirected
54,53,2,undirected
54,56,5,undirected
54,57,4,undirected
54,58,3,undirected
55,41,1,undirected
55,42,2,undirected
55,47,40,undirected
55,49,3,undirected
55,50,13,undirected
55,51,3,undirected
55,53,26,undirected
55,56,39,undirected
55,57,3,undirected
55,59,16,undirected
56,40,15,undirected
56,41,40,undirected
56,44,9,undirected
56,45,17,undirected
56,46,3,undirected
56,47,6,undirected
56,48,4,undirected
56,53,7,undirected
56,54,5,undirected
56,55,39,undirected
56,57,1,undirected
56,59,1,undirected
57,40,24,undirected
57,41,4,undirected
57,42,28,undirected
57,43,1,undirected
57,45,9,undirected
57,46,10,undirected
57,49,1,undirected
57,50,12,undirected
57,51,6,undirected
57,52,4,undirected
57,53,2,undirected
57,54,4,undirected
57,55,3,undirected
57,56,1,undirected
57,58,4,undirected
57,59,1,undirected
58,40,1,undirected
58,42,1,undirected
58,45,5,undirected
58,46,26,undirected
58,48,20,undirected
58,50,60,undirected
58,51,7,undirected
58,52,5,undirected
58,53,1,undirected
58,54,3,undirected
58,57,4,undirected
59,41,13,undirected
59,43,9,undirected
59,45,6,undirected
59,46,6,undirected
59,47,2,undirected
59,49,53,undirected
59,52,4,undirected
59,53,1,undirected
59,55,16,undirected
59,56,1,undirected
59,57,1,undirected
60,1,1,undirected
60,4,1,undirected
60,18,6,undirected
60,41,7,undirected
60,46,17,undirected
60,47,1,undirected
60,61,66,undirected
61,1,1,undirected
61,4,1,undirected
61,8,1,undirected
61,10,1,undirected
61,18,7,undirected
61,41,6,undirected
61,46,15,undirected
61,47,1,undirected
61,60,66,undirected
